Aluguel,Condominio,IPTU,Venda,age_imovel,area_total,area_util,banheiro,city,commonareas,diverseareas,neigghborhood,privateareas,quarto,saletype,street,suite,title,vaga
,1200,850,1980000,28,386,386,2,Rio de Janeiro,,,Barra da Tijuca,Suítes,4,Apartamento,Rua Einstein,2,Apartamento à Venda - na Barra Da Tijuca,2
,,317,2050000,,1200,620,,Brasília,,,Lago Norte,,4,Casa,QD Shin Qi 10 8,3,"Ótimo Projeto, Vista Livre E Estuda Proposta Com Imóveis.",
,,,,,,,,,Fitness/Sala de Ginástica,,,,,,,,Esquina Pauliceia,
8000,1407,475,,,360,,,Curitiba,Salão de festas,,Batel,Suítes,3,Apartamento,Gutemberg 316,1,Para Quem Gosta De Espaço E Conforto,3
,1530,265,950000,,165,165,4,Salvador,Interfone,Andares,Horto Florestal,Guarita,4,Apartamento,RUA WALDEMAR FALCÃO 1362,3,Oportunidade Palazzo Jonico 4 Quartos Sendo 3 Suítes 165 m&sup2; no Horto Florestal,3
,,,32900,,1106,,0,Presidente Figueiredo,,,Centro,,0,Terreno,Rodovia BR 174,,Leilão De Terreno 1.106 m&sup2; - Tancredo Neves - Presidente Figueiredo - Am,0
,,800,850000,,407,,,Florianópolis,,,Rio Tavares,,3,Casa,Isaltina De Assunção Farias 313,1,Casa à Venda - em Rio Tavares,3
,470,600,520000,5,,63,2,Guará,Espaço Gourmet,Aceita FGTS,Guara II,Permite animais,2,Apartamento,Olympique,0,"Olympique, 2 Quartos, Reformadissimo",1
,,,670000,,211,211,4,Curitiba,,,Hauer,,4,Casa,Rua Padre Dehon 3444,1,"Sobrado Residencial à Venda, Hauer, Curitiba.",2
,,,,,,,,,Espaço Gourmet,,,,,,,,Harmonia Apartamentos,
,,,211370,,42,31,1,Curitiba,Salão de festas,,Juvevê,Churrasqueira,1,Apartamento,Rua Nicolau Maeder 648,,"Apartamento à Venda, Juvevê, Curitiba.",
,,,,,,,,,Playground,,,,,,,,Reserva Horizonte,
,,,,,,,,,Fitness/Sala de Ginástica,,,,,,,,Quartier Campo Belo,
,,,224000,Breve lançamento,43,31,1,Brasília,Interfone,Andares,Noroeste,,1,Apartamento,CRNW 510,1,Kit Com Garagem em Prédio Novo Com Elevadores Entrega em Novembro,1
,450,,413000,18,102,74,2,Curitiba,Espaço Gourmet,Aceita FGTS,Cabral,Suítes,3,Apartamento,"rua Cel. Amazonas Marcondes, 1115",1,Oportunidade - Apto - 3 Dorms - 1 Suíte - 1 Vaga - Semi - Mobiliado - Cabral,1
,2950,,2840000,15,410,228,5,São Paulo,,,Moema,Suítes,4,Apartamento,Alameda dos Guaramomis,3,Apto Ricamente Decorado – Terraço Gourmet - Estudo Permutas!,4
,420,280,650000,,544,290,5,Vargem Grande Paulista,Acesso asfaltado,,Paysage Brise,Suítes,3,Casa,Rua Niagara 144,3,Linda Casa em Condomínio Fechado,5
,1100,357,800000,4,,142,5,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Vila Andrade,Suítes,0,Apartamento,Rua Nicola Rollo,3,"Porteira Fechada - Apto 142 m&sup2;, 3 Suítes, 2 Vagas + Depósito",2
,900,300,1596000,10,,134,2,São Paulo,Espaço Gourmet,,Bela Vista,Armário de cozinha,1,Apartamento,R Itararé 168,1,Penthouse à Venda Com 134 m&sup2; - Bela Vista,2
,120,30,143900,Breve lançamento,35,34,1,São Paulo,Interfone,Aceita FGTS,Jardim Pedra Branca,Piso frio,2,Apartamento,"Rua Juá Mirim, 50",0,Apartamentos Leste/tiradentes Sp Sem Entrada!,0
,1300,1000,1149000,,,138,4,São Paulo,Fitness/Sala de Ginástica,,Jardim Anália Franco,Suítes,3,Apartamento,Rua Professor João de Oliveira Tôrres 580,3,Edifício Vila Nova De Gaia | Anália Franco,3
,,,,,,,,,,,,,,,,,Cadoro Escritórios,
,,,,,,,,,Fitness/Sala de Ginástica,,,,,,,,Dsenho,
,,,,,,,,,Espaço Gourmet,,,Varanda Gourmet,,,,,Cena Marista By Brasal,
3100,850,150,760000,13,79,79,2,São Paulo,,,Vila Leopoldina,Churrasqueira,3,Apartamento,Rua Carlos Weber 890,1,"Apartamento Residencial à Venda, Vila Leopoldina, São Paulo.",2
,,,,,,,,,Espaço Gourmet,,,,,,,,Easy Life Emiliano,
,,,380000,,61,,,Florianópolis,,,Rio Tavares,,,Comercial,Doutor Antônio Luiz Moura Gonzaga 3339,,Comercial à Venda - em Rio Tavares,0
,,,,,,,,,Espaço Gourmet,,,,,,,,Parque Angra Dos Reis,
,,,,,,,,,,,,,,,,,Palmeira Imperial,
,,,,,,,,,Espaço Gourmet,,,,,,,,Parque Vila Gardênia,
,720,,997400,,219,129,3,Curitiba,Espaço Gourmet,,Água Verde,SPA,2,Apartamento,RUA BRIGADEIRO FRANCO 3204,2,Apartamento à Venda - na Água Verde,2
,,,,,,,,,Espaço Gourmet,,,,,,,,Parque Piazza Verona,
,,,,,,,,,Espaço Gourmet,,,,,,,,Portal Vila Das Praias - Vila De Camburi,
3500,1100,299,,,,110,1,Rio de Janeiro,,,Barra da Tijuca,,3,Apartamento,Sob Consulta,1,Apartamento para Aluguel - na Barra Da Tijuca,2
,,,,,,,,,Espaço Gourmet,,,,,,,,For Life Maraponga - Diversão,
,,,,,,,,,Espaço Gourmet,,,Cozinha americana,,,,,Bless Fagundes Filho,
,,,,,,,,,Espaço Gourmet,,,,,,,,Parque Campo Pastori,
,,,,,,,,,Fitness/Sala de Ginástica,,,Varanda,,,,,La Tour Residence,
38000,4500,,8900000,4,1000,625,4,São Paulo,Portaria 24 horas,,Jardim Paulista,,0,Comercial,Alameda Jaú,0,Laje Comercial - Excelente Localização - Perto Da Av Paulista. (Nunca Habitado).,6
,438,96,295000,13,61,61,1,Salvador,De esquina,,Pituba,Suítes,1,Apartamento,Avenida Antônio Carlos Magalhães,,"Apartamento à Venda, Pituba, Salvador",1
,3228,750,2750000,50,261,249,3,São Paulo,Salão de festas,,Higienópolis,Suítes,3,Apartamento,Rua Maranhao 251,1,"Apartamento Residencial à Venda, Higienópolis, São Paulo.",3
,,,,,,,,,,,,,,,,,Condomínio Fusion Home,
,1265,,1495000,44,230,163,2,,Fitness/Sala de Ginástica,,,Copa,3,Apartamento,,1,"Na Melhor Localização Do Bairro, Oportunidade De Negócio",1
,650,500,762146,1,4276,67,1,São Paulo,Fitness/Sala de Ginástica,Ocupado,Parque São Jorge,,3,Apartamento,Rua JOSE TAVARES Siqueira,1,"Aptos no Tatuapé,pronto para Morar Ultimas Unidades, Confira! Plantas Com 67 m&sup2;",1
,,,1295000,,450,341,1,Louveira,Acesso asfaltado,,Centro,Churrasqueira,1,Casa,Estrada Municipal Louveira Vinhedo 1532,,"Casa Residencial à Venda, Condomínio Villagio Capriccio, Louveira.",4
,,,,,,,,,,,,,,,,,Residencial Jardim Di Hamelin,
,3200,1631,2290000,34,522,304,5,São Paulo,,,Paraíso,Despensa,4,Apartamento,Rua Doutor Tomás Carvalhal 598,2,Alto Padrão - R$7.500 m&sup2; - Vai Perder?,3
,600,1,325000,3,41,41,1,Curitiba,Fitness/Sala de Ginástica,Aceita FGTS,Campina do Siqueira,Mobiliado,1,Apartamento,Paulo Zilioto 85,0,Apartamento Mobiliado/automatizado no Ecoville - Confira Esta Oportunidade!,1
1100,200,,,,,50,1,Santo André,Forno de pizza,,Utinga,Churrasqueira,2,Apartamento,Rua Ancara 100,,Apartamentos Aluguel Santo André.,2
,,,,,,,,,Espaço Gourmet,,,Ar condicionado,,,,,Trend Home Soho,
,449,,390000,8,70,68,2,Taguatinga,Fitness/Sala de Ginástica,Andares,Taguatinga Sul,Guarita,3,Apartamento,QUADRA CSB 10 2/3,1,Csb 10 - Pratic Home - 03 Quartos - Nascente,1
,,,250000,,,50,2,Belo Horizonte,,,Santa Mônica,Aceita Financiamento,2,Apartamento,Sob Consulta,1,"Apartamento para Venda - Belo Horizonte / Mg, Bairro Santa Mônica",1
,,,380000,,100,95,3,Florianópolis,,,Ribeirão da Ilha,,2,Casa,R SEVERIANO F MARTINS 361,1,Casa em Florianopolis - Ribeirao Da Ilha,1
,,,,,,,,,,,,,,,,,Oportunidade Imperdível - Ed. Albertville / 2 Vagas De Garagem,
,434,228,245000,8,,60,1,Praia Grande,Salão de Jogos,,Cidade Ocian,Mobiliado,2,Apartamento,Rua Libero Badaro,1,"Apto 2 Dormitórios C/ Suite, Mobiliado, Vista Pro",1
,,,1100000,Breve lançamento,226,121,4,Balneário Camboriú,Espaço Gourmet,Andares,Centro,Suítes,3,Apartamento,RUA 3700 415,3,Oportunidade Alto Padrão,2
3500,885,250,,14,130,70,2,São Paulo,Fitness/Sala de Ginástica,Posição do Apto,Moema,Suítes,2,Apartamento,"JANDIRA, 79",1,"Le Quartier Moema!2 Vagas! 70 M&sup2;!jandira, 79!lazer De Clube",2
,717,110,639000,7,,64,2,São Paulo,Elevador,,Saúde,Churrasqueira,2,Apartamento,R DOUTOR JOSÉ OSÓRIO DE OLIVEIRA AZEVEDO,1,"2 Dormitórios, Suite, Garagem, 64 Útil, Próximo Metro Saúde",1
,,,159900,Breve lançamento,41,41,1,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Jardim Apurá,Cozinha americana,2,Apartamento,"Avenida Cupecê,1840",0,Chegou A Hora De Conquistar O Que É Seu!apto 1e 2 Dorms A Partir R$159.900,0
5500,1900,,,,,160,2,Rio de Janeiro,,,Barra da Tijuca,,3,Apartamento,Avenida Lucio Costa 3360,3,Apartamento para Aluguel - na Barra Da Tijuca,2
,150,800,336000,4,116,93,3,Porto Alegre,,,Ipanema,Mobiliado,3,Casa,Rua Dea Coufal,1,Casa à Venda - em Ipanema,1
,583,300,930000,,420,230,4,Campinas,Quadra poliesportiva,,Swiss Park,Suítes,3,Casa,Sob Consulta s/n,3,Casa à Venda em Swiss Park,4
,,,,,,,,,Espaço Gourmet,,,,,,,,Arbo Cabral,
2500,700,40,,,70,70,1,São Paulo,Fitness/Sala de Ginástica,,Consolação,Armário de cozinha,1,Apartamento,Bela Cintra,0,Apartamento para Aluguel - na Consolação,1
,1,1,3890000,10,750,750,7,Curitiba,Interfone,Ocupado,Vista Alegre,Suítes,5,Casa,Niccolo Paganini,5,Casa Alto Padrão - 600 m&sup2; - Jardim Schaffer,7
,,,3200000,,596,,0,São Sebastião,Sauna,Andares,Centro,Suítes,4,Casa,Estrada Cambury 675,4,"Casa A Venda em São Sebastião Costa Sul, Casa em Condomínio Cambury",5
,,,,,,,,,Praça,,,Ar condicionado,,,,,Studios 910,
,,,1100000,10,401,350,1,Curitiba,Acesso asfaltado,,Água Verde,Mezanino,0,Comercial,"Rua Brigadeiro Franco, 3995",0,Loja Comercial Bem Localizada!,5
,,,678930,1,140,104,2,Curitiba,Espaço Gourmet,,Portão,Suítes,3,Apartamento,"R. Eng. Niepce da Silva, 14",1,Le Jardin - 3 Quartos 2 Vagas 104 m&sup2; Privativos,1
,953,200,849000,,252,206,5,Vinhedo,Acesso asfaltado,,Centro,Suítes,3,Casa,Rua dos Servidores Público 490,3,"Casa Residencial à Venda, Condomínio Residencial Village San Nicholas, Vinhedo.",2
,390,600,305900,1,8000,70,2,São Bernardo do Campo,Fitness/Sala de Ginástica,Aceita FGTS,Vila Santa Rita de Cássia,Suítes,3,Apartamento,Rua Comendador carlo mario gardano,1,Apartamento Sbc - 3 Dorms - Suíte - Varanda - Vaga Livre,1
,,500,45000,10,200,180,3,São Paulo,Acesso asfaltado,Ocupado,Vila Guilhermina,Suítes,2,Casa,Rua Jandaia do Sul,1,"Casa à Venda - Vila Guilhermina, São Paulo - Sp (Leia A Descrição)",4
,,,,,,,,,Espaço Gourmet,,,Entrada de serviço,,,,,Lafitte Condomínio Parque,
,980,1200,820000,8,190,135,5,Águas Claras,Fitness/Sala de Ginástica,Aceita FGTS,Aguas Sul,Suítes,3,Apartamento,Rua 05 Sul,3,Costa Do Sol - Apartamento 3 Suítes Reformado Varanda Goumert,2
,,850,12000000,,1600,1150,8,Brasília,,,Lago Sul,,5,Casa,QD SHIS QL 12 3,5,Maravilhoso Terreno - Ql 12 - Ótima Casa,8
900,388,39,,,52,,,Curitiba,Salão de festas,,Bigorrilho,Área de serviço,2,Apartamento,Padre Anchieta 2636,0,Apartamento para Aluguel - em Bigorrilho,0
,450,,320000,7,,50,1,São Paulo,Interfone,,Rio Pequeno,Ar condicionado,2,Apartamento,Av. do Rio Pequeno,0,"Apartamento Com 2 Dormitórios, Ao Lado Da Cidade Universitária, Com Móveis!",1
,,,530000,5,98,70,2,Curitiba,Espaço Gourmet,,Rebouças,Suítes,2,Apartamento,Av. Pres. Getúlio Vargas,1,Boulevard Rebouças - 2 Quartos (Semi - Mobiliado),1
,1400,2500,1210000,9,110,110,4,Rio de Janeiro,Estacionamento para visitantes,,Barra da Tijuca,Suítes,2,Apartamento,Rua dos Jacarandás 300,2,2 Suites 2 Vagas 110 m&sup2;,2
1100,419,223,180000,,,48,1,Praia Grande,Sistema de alarme,,Vila Tupi,Elevador,1,Apartamento,Rua Suias 124,,"Apartamento Residencial à Venda, Vila Tupi, Praia Grande.",
,,,3200000,,3200,3200,,Lauro de Freitas,Frente para o mar,,Centro,Frente para o mar,,Terreno,Avenida Luiz Tarquínio 2899,,"Terreno para Venda - Lauro De Freitas / Ba, Bairro Villas Do Atlântico",
,,,,,,,,,Espaço Gourmet,,,,,,,,Parque Roosevelt,
,,,,18,180,150,3,Itapema,,,Meia Praia,Churrasqueira,3,Casa,Rua 248 115,1,"Casa Residencial para Locação, Meia Praia, Itapema.",2
,,,80000,,360,,0,,,,,,0,Terreno,,0,"Terreno, Lopes De Oliveira, Sorocaba - R$80.000",0
,,,7900000,10,3000,1200,7,Rio de Janeiro,,,Barra da Tijuca,,5,Casa,américas,5,Arouca - Majestosa Mansão no Centro Da Barra - Terreno Duplo De 3.000 m&sup2;,3
,730,830,530000,1,234,113,4,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Jardim Umuarama,Suítes,3,Casa,"av interlagos,4455",1,Sobrado no Condomínio Terrara 95 m&sup2; 3 (Dorms) 2 (Vagas),2
,840,,1800000,,590,390,7,Vinhedo,Quadra poliesportiva,,Condominio Jardim Paulista II,Suítes,5,Casa,Sob Consulta 500,4,Casa à Venda em Condomínio Jardim Paulista I,4
,1300,1,879000,3,140,115,3,Curitiba,Fitness/Sala de Ginástica,Aceita FGTS,Batel,Suítes,2,Apartamento,"Rua Francisco Rocha, 1527",2,Cobertura Concetto Batel - Mobiliada E Decorada 2suítes 2 Vagas.,2
,490,,289000000,13,,63,1,Porto Alegre,Espaço Gourmet,Aceita FGTS,Sarandi,Carpete de madeira,3,Apartamento,avenida Sertorio,0,Apartamento 3 Quartos - 1 Vaga Coberta - Infra De Lazer - O Melhor Da Zona Norte,1
,416,162,130000,,,48,1,Praia Grande,,,Vila Guilhermina,Churrasqueira,1,Apartamento,Rua Gávea 108,,"Apartamento Residencial à Venda, Vila Guilhermina, Praia Grande.",1
,,,1050000,3,160,83,3,Brasília,Fitness/Sala de Ginástica,Aceita FGTS,Noroeste,Suítes,2,Apartamento,SQNW 108,1,Noroeste - Apartamento 2 Quartos 1 Suíte Canto 6o Andar Vista Livre!,2
,,,,,,,,,Espaço Gourmet,,,,,,,,Start São Bernardo,
,274,,310000,,64,33,1,Brasília,Interfone,Andares,Asa Norte,Aceita Financiamento,1,Apartamento,CLNW 10/11 ED NEO 104,,"Clnw 10 - Ed Neo - Melhor Comércio, Aceita Financiamento E Fgts! Novissimo!",1
,,,,,,,,,,,,,,,,,Parque Atlantis,
